EventID,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actors
362,Freebie and the Bean,1974,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,"Alan Arkin, James Caan"
363,Freebie and the Bean,1974,Broadway and Columbus Avenue (North Beach),,Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,"Alan Arkin, James Caan, Katherine Hepburn"
364,Freebie and the Bean,1974,Candlestick Park (602 Jamestown Ave.),"Then Vice President Richard Nixon threw out the first pitch when Candlestick openend in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,"Alan Arkin, James Caan, Katherine Hepburn"
365,Freebie and the Bean,1974,Embarcadero Freeway,,Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,"Alan Arkin, James Caan"
366,Freebie and the Bean,1974,Alco Plaza,,Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,"Alan Arkin, James Caan, Katherine Hepburn"
367,Freebie and the Bean,1974,Twin Peaks,"The 2nd highest point in SF after Mt. Davidson, Twin Peaks sit at the geographic center of SF. The native Ohlone people called the area ""called the area ���Los Pechos de la Chola�۝ or ""Breasts of the Indian Maiden,"" but in the 19th Century when America took over the area, it was renamed ""Twin Peaks"".",Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,"Alan Arkin, James Caan"
368,Freebie and the Bean,1974,TransAmerica Pyramid (600 Montgomery Street),"The Pyramid was the tallest skyscraper west of the Mississippi from 1972-1974, until it was surpassed by Los Angeles' Aon Center. ",Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,"Alan Arkin, James Caan"
369,Freebie and the Bean,1974,Stockton Tunnel (Stockton Street at Sutter Street),"Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.",Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,"Alan Arkin, James Caan"
370,Freebie and the Bean,1974,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species. ",Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,"Alan Arkin, James Caan"
371,Freebie and the Bean,1974,Potrero Hill,The crookedest street in San Fransisco is actually Potrero Hill's Vermont Street between 20th St & 22nd St.,Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,"Alan Arkin, James Caan"
372,Freebie and the Bean,1974,Nob Hill,"Railroad tycoons like Leland Stanford (founder of Stanford University) lived in Nob Hill at the turn of the 20th Century. The 1906 earthquake completely destroeyd Nob Hill, with the exception of the wall that surrounded the mansions of Stanford and his neighbor Mark Hopkins. ",Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,"Alan Arkin, James Caan"
373,Freebie and the Bean,1974,Hyatt Regency Hotel (5 Embarcadero Center),,Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,"Alan Arkin, James Caan"
374,Freebie and the Bean,1974,Folsom Street (SOMA),,Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,"Alan Arkin, James Caan"
375,Gentleman Jim,1942,The Barbary Coast,"The Barbary Coast was a red-light district that was largely destroyed in the 1906 earthquake. Though some of the establishments were rebuilt after the earthquake, an anti-vice campaign put the establisments out of business.",Warner Bros. Pictures,Warner Bros.,Raoul Walsh,Vincent Lawrence,Errol Flynn   Katherine Hepburn
376,George of the Jungle,1997,First Bank (550 Montgomery Street at Commercial),"Called ""Stanhope Bank"" in the film.",Walt Disney,Buena Vista Pictures,Sam Weisman,Jay Ward,"Brendan Fraser, Leslie Mann"
377,George of the Jungle,1997,"Neiman Marcus (150 Stockton Street, Union Square)",The City of Paris department store previously occupied the space that now houses Neiman Marcus. City of Paris' original rotunda and glass dome were incorporated into Neiman Marcus' design.,Walt Disney,Buena Vista Pictures,Sam Weisman,Jay Ward,"Brendan Fraser, Leslie Mann"
378,George of the Jungle,1997,The Tamalpias Building (1201 Greenwich Street at Hyde),,Walt Disney,Buena Vista Pictures,Sam Weisman,Jay Ward,"Brendan Fraser, Leslie Mann"
379,George of the Jungle,1997,755 Vallejo Street,,Walt Disney,Buena Vista Pictures,Sam Weisman,Jay Ward,"Brendan Fraser, Leslie Mann"
380,George of the Jungle,1997,Bay Bridge,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugene Cardinal Pacelli, who later became Pope Pius XII. ",Walt Disney,Buena Vista Pictures,Sam Weisman,Jay Ward,"Brendan Fraser, Leslie Mann"
381,Getting Even with Dad,1994,Embarcadero Street Station- BART ,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Howard Deutch,Tom S. Parker,"Macaulay Culkin, Ted Danson, John Heard"
382,Getting Even with Dad,1994,California & Grant Streets,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Howard Deutch,Tom S. Parker,"Macaulay Culkin, Ted Danson"
383,Getting Even with Dad,1994,War Memorial Building (401 Van Ness Avenue),,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Howard Deutch,Tom S. Parker,"Macaulay Culkin, Ted Danson"
384,Getting Even with Dad,1994,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Howard Deutch,Tom S. Parker,"Macaulay Culkin, Ted Danson"
385,Getting Even with Dad,1994,140 Maiden Lane,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Howard Deutch,Tom S. Parker,"Macaulay Culkin, Ted Danson, Connie Nielsen"
386,Getting Even with Dad,1994,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not alllowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptuals.",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Howard Deutch,Tom S. Parker,"Macaulay Culkin, Ted Danson"
387,Getting Even with Dad,1994,"Neiman Marcus (150 Stockton Street, Union Square)",The City of Paris department store previously occupied the space that now houses Neiman Marcus. City of Paris' original rotunda and glass dome were incorporated into Neiman Marcus' design.,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Howard Deutch,Tom S. Parker,"Macaulay Culkin, Ted Danson"
388,Getting Even with Dad,1994,Mason Street at Jackson,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Howard Deutch,Tom S. Parker,"Macaulay Culkin, Ted Danson"
389,Getting Even with Dad,1994,M.H. de Young Memorial Museum (Golden Gate Park),,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Howard Deutch,Tom S. Parker,"Macaulay Culkin, Ted Danson, John Heard"
390,Getting Even with Dad,1994,Candlestick Park (602 Jamestown Ave.),"Then Vice President Richard Nixon threw out the first pitch when Candlestick openend in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Howard Deutch,Tom S. Parker,"Macaulay Culkin, Ted Danson, John Heard"
391,God is a Communist?* (show me heart universe),2010,Sacramento & Washington Streets,,Trismegistus,,Jon Poznanter,Jon Poznanter,John Wynn
392,Godzilla,2014,Mission & Beal,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
393,Godzilla,2014,Potrero &San Bruno,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
394,Godzilla,2014,Kearney & Pine St.,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
395,Godzilla,2014,California & Davis St,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
396,Godzilla,2014,Pine St. & Davis St,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
397,Godzilla,2014,Sacramento & Front St.,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
398,Godzilla,2014,Broadway & Sansome,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
399,Godzilla,2014,Broadway & Columbus,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
400,Godzilla,2014,Post & Jones St.,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
401,Godzilla,2014,Stockton & Clay St,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
402,Godzilla,2014,Bush & Kearny,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
403,Godzilla,2014,Mission & Fremont St,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
404,Godzilla,2014,Eddy & Taylor St.,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
405,Godzilla,2014,Pier 7 (The Embarcadero),,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
406,Godzilla,2014,Embarcadero & Washington,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
407,Godzilla,2014,Pier 1,,"Nautiflus Productions, LLC",Warner Bros.,Gareth Edwards,Max Borenstein,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston"
408,Golden Gate,1994,University of California Hastings College of the Law,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Howard Deutch,Tom S. Parker,"Macaulay Culkin, Ted Danson"
409,Golden Gate,1994,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",American Playhouse Theatrical Films,Samuel Goldwyn Films,John Madden,David Henry Wang,"Matt Dillon, Joan Chen, Bryce Dallas Howard"
410,Golden Gate,1994,Buena Vista Park (Haight Street at Buena Vista),"Established in 1867, Buena Vista Park is the oldest official park in San Francisco.",American Playhouse Theatrical Films,Samuel Goldwyn Films,John Madden,David Henry Wang,"Matt Dillon, Joan Chen, Bryce Dallas Howard"
411,Golden Gate,1994,Ross Alley (Chinatown),Ross Alley is the oldest alley in San Francisco. ,American Playhouse Theatrical Films,Samuel Goldwyn Films,John Madden,David Henry Wang,"Matt Dillon, Joan Chen"
412,Golden Gate,1994,Bush Street (between Grant & Kearny Streets),,American Playhouse Theatrical Films,Samuel Goldwyn Films,John Madden,David Henry Wang,"Matt Dillon, Joan Chen, Bryce Dallas Howard"
413,Greed,1924,Hayes Street at Laguna,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Eric von Stroheim ,Eric von Stroheim ,Zasu Pitts   Cloris Leachman
414,Greed,1924,Cliff House (1090 Point Lobos Avenue),"In 1887, the Cliff House was severely damaged when the schooner Parallel, abandoned and loaded with dynamite, ran aground on the rocks below.",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Eric von Stroheim ,Eric von Stroheim ,Zasu Pitts   Cloris Leachman
415,Greed,1924,Bush and Sutter Streets,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn Mayer,Eric von Stroheim ,Eric von Stroheim ,Zasu Pitts   Cloris Leachman
416,Groove,2000,435 23rd Street at Ilinois,,415 Productions,Sony Pictures Classics,Greg Harrison,Greg Harrison,"Chris Ferreira, Elizabeth Sun, Cloris Leachman"
417,Groove,2000,435 23rd Street at Ilinois,,415 Productions,Sony Pictures Classics,Greg Harrison,Greg Harrison,"Chris Ferreira, Elizabeth Sun, Cloris Leachman"
418,Groove,2000,435 23rd Street at Ilinois,,415 Productions,Sony Pictures Classics,Greg Harrison,Greg Harrison,"Chris Ferreira, Elizabeth Sun, Cloris Leachman"
419,Guess Who's Coming to Dinner,1967,634 Raycliff Terrace,,Columbia Pictures,Columbia Pictures,Stanley Kramer,William Rose,"Spencer Tracy, Sidney Poitier"
420,Guess Who's Coming to Dinner,1967,Sutter Street between Powell and Mason,,Columbia Pictures,Columbia Pictures,Stanley Kramer,William Rose,"Spencer Tracy, Sidney Poitier, Cloris Leachman"
421,Guess Who's Coming to Dinner,1967,San Francisco International Airport,SFO has a museum dedicated to aviation history. ,Columbia Pictures,Columbia Pictures,Stanley Kramer,William Rose,"Spencer Tracy, Sidney Poitier, Cloris Leachman"
422,Guess Who's Coming to Dinner,1967,Mel's Drive-In (Corner South Van Ness & Mission St.),This restaurant location was demolished; however another Mel's was reopened in 1986 on 3355 Geary Blvd. ,Columbia Pictures,Columbia Pictures,Stanley Kramer,William Rose,"Spencer Tracy, Sidney Poitier, Cloris Leachman"
423,Haiku Tunnel,2001,,,Hello Hooker Productions,Sony Pictures Classics,Jakob Kornbluth & Josh Kornbluth,Jakob Kornbluth & Josh Kornbluth,"Josh Kornbluth, Warren Keith"
424,Happy Gilmore,1996,,,Brillstein-Grey Entertainment,Universal Pictures,Dennis Dugan,Tim Herlihy,Adam Sandler
425,Hard to Hold,1984,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Universal Pictures,Universal Pictures,Larry Peerce,"Thomas Hedley, Jr. ",Rick Springfield   Whoppi Goldberg
426,Harold and Maude,1971,Conservatory of Flowers (Golden Gate Park),"The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",Mildred Lewis and Colin Higgins Productions,Paramount Pictures,Hal Ashby,Colin Higgins,"Ruth Gordon, Bud Cort, Sam Elliot"
427,Harold and Maude,1971,Sutro Baths (Point Lobos Avenue),,Mildred Lewis and Colin Higgins Productions,Paramount Pictures,Hal Ashby,Colin Higgins,"Ruth Gordon, Bud Cort, Sam Elliot"
428,Harold and Maude,1971,Golden Gate Park,,Mildred Lewis and Colin Higgins Productions,Paramount Pictures,Hal Ashby,Colin Higgins,"Ruth Gordon, Bud Cort, Sam Elliot"
429,Heart and Souls,1993,Stockton Tunnel (Stockton Street at Sutter Street),"Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.",Universal Pictures,Electric Parc,Tomas Gislason,Tomas Gislason,Jorgen Leth
430,Heart and Souls,1993,2810 Pacific Avenue,,Universal Pictures,Electric Parc,Tomas Gislason,Tomas Gislason,Jorgen Leth
431,Heart and Souls,1993,War Memorial Opera House (401 Van Ness Avenue),In 1945 the United Nations had its first conference at The War Memorial Opera House.,Universal Pictures,Electric Parc,Tomas Gislason,Tomas Gislason,Jorgen Leth   Sam Elliot
432,Heart and Souls,1993,Conservatory of Flowers (Golden Gate Park),"The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",Universal Pictures,Electric Parc,Tomas Gislason,Tomas Gislason,Jorgen Leth
433,Heart Beat,1980,Washington Square Bar & Grill (1707 Powell),,Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,"Nick Nolte, Sissy Spacek"
434,Heart Beat,1980,City Lights Bookstore (261 Columbus),"One of the country's earliest bookstores, City Lights was founded by, and still owned by beat poet Lawrence Ferlinghetti. The bookstore was often frequented by Beat writers like Allen Ginsberg and Jack Kerouac.",Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,"Nick Nolte, Sissy Spacek, Meg Ryan"
435,Heart Beat,1980,San Francisco Art Institute (800 Chestnut Street),,Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,"Nick Nolte, Sissy Spacek, Meg Ryan"
436,"Hello Frisco, Hello",1943,,,Twentieth Century Fox,Twentieth Century Fox,Bruce Humberstone,Robert Ellis,Alice Faye   Meg Ryan
437,Hemingway & Gelhorn,2011,Muni Metro East (501 Cesar Chavez),,"Attaboy Films, For Whom Productions, Home Box Office (HBO)",Home Box Office (HBO),Philip Kaufman,Jerry Stahl & Barbara Turner,"Nicole Kidman, Clive Owen, Tom Cruise"
